name,age,Contract valid until,Overall rating,Potential,Value,Wage,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
J. Kamiński,20,2027,74,84,9500000.0,29000.0,65,71,68,68,46,80,68,48,59,77,87,85,86,60,67,64,57,74,55,67,44,47,69,71,52,60,43,45,42,5,10,13,8,14
Sergio Camello,21,"Jun 30, 2023",74,84,9500000.0,32000.0,44,79,67,68,66,77,67,48,46,78,70,72,69,75,72,74,67,66,56,71,42,23,78,65,59,69,32,18,13,13,8,13,11,11
J. Harrison,25,2024,76,77,9000000.0,36000.0,76,69,45,73,62,80,70,56,54,77,82,78,81,74,81,78,63,84,64,68,65,44,74,75,64,73,60,43,44,11,8,10,6,11
M. Cornet,25,2027,76,77,9000000.0,55000.0,73,74,69,73,72,78,71,69,62,76,83,86,79,69,78,80,77,79,70,77,72,66,79,70,64,67,64,70,66,16,13,8,12,9
J. Vardy,35,2024,80,80,9000000.0,73000.0,68,83,77,74,82,74,69,61,61,82,81,80,72,82,75,86,78,68,64,64,83,49,86,74,85,83,45,51,53,15,14,7,15,11
A. Fulgini,25,"Jun 30, 2023",76,77,9000000.0,28000.0,75,73,67,77,52,81,74,69,73,81,71,74,74,75,64,70,70,81,71,68,69,67,76,78,56,75,66,73,69,12,6,11,15,14
F. Sotoca,31,2026,77,77,9000000.0,35000.0,74,77,79,75,72,71,66,64,69,77,70,77,71,80,52,76,88,86,80,69,73,49,80,76,68,77,47,46,44,13,15,12,11,14
B. Barcola,19,2026,74,84,9000000.0,30000.0,66,73,60,69,64,80,62,52,58,75,81,88,75,72,68,69,52,68,60,66,60,20,72,73,58,73,23,35,28,8,8,15,6,6
K. Diatta,23,2025,75,81,9000000.0,36000.0,66,68,62,68,68,79,62,58,64,75,90,91,89,70,76,73,90,83,61,72,57,48,69,69,59,70,55,32,50,10,8,11,11,12
F. Honorat,25,2025,76,77,9000000.0,24000.0,77,74,59,72,74,78,69,60,65,76,81,79,78,72,67,77,79,79,55,78,48,43,73,72,68,74,51,45,39,10,15,7,14,15
E. Choupo-Moting,33,2023,78,78,9000000.0,60000.0,67,80,80,75,77,81,74,44,63,80,55,72,73,78,65,79,70,54,81,64,57,40,82,70,65,75,31,36,20,9,9,9,16,6
R. Sallai,25,2025,76,77,9000000.0,26000.0,75,73,51,76,67,80,55,45,63,79,77,70,76,74,76,69,64,62,67,64,65,39,76,74,62,65,32,37,38,,,,,
S. Guirassy,26,"Jun 30, 2023",76,77,9000000.0,44000.0,56,76,77,73,73,76,66,67,63,79,67,68,67,74,65,77,76,69,80,71,72,29,79,68,82,72,42,29,34,11,8,12,12,8
Silas,23,2026,75,81,9000000.0,20000.0,66,80,65,70,65,84,59,33,48,77,85,88,84,70,73,70,60,55,72,49,59,54,80,59,83,69,53,50,39,8,13,13,9,11
A. Stach,23,2024,75,81,9000000.0,22000.0,70,58,76,76,54,72,71,64,73,75,69,71,60,76,44,84,66,79,81,78,73,85,74,76,51,68,66,77,66,7,14,8,7,11
A. Sanabria,26,2025,76,77,9000000.0,43000.0,63,78,76,71,67,77,69,64,63,79,75,75,83,75,76,78,78,64,68,65,36,21,81,69,66,78,42,20,15,8,14,9,14,13
Hugo Duro,22,2026,75,81,9000000.0,29000.0,64,76,77,72,74,72,52,51,60,75,73,75,69,73,69,76,74,73,72,72,47,45,75,68,64,68,45,35,35,8,14,6,14,15
Álex Baena,20,2028,74,82,9000000.0,19000.0,69,75,58,76,68,72,67,78,71,77,77,76,78,74,68,75,45,71,59,74,70,68,76,76,63,68,68,66,63,6,11,8,12,11
R. Nelson,22,2023,74,81,8500000.0,56000.0,69,69,39,72,59,79,66,67,61,78,85,81,82,67,80,68,41,70,53,58,42,42,69,71,60,60,31,37,37,12,12,11,11,15
E. Nketiah,23,2027,75,80,8500000.0,60000.0,43,79,70,72,70,78,54,38,47,77,83,78,79,78,72,73,73,71,62,60,56,20,78,58,70,69,24,19,15,12,10,11,9,5
Y. Wissa,25,2026,76,76,8500000.0,46000.0,71,76,58,70,70,78,56,53,60,76,83,87,82,70,75,75,76,76,68,74,66,31,75,68,71,73,25,23,18,14,7,6,8,15
M. Bayo,24,2027,75,80,8500000.0,28000.0,57,78,70,67,73,75,69,51,46,75,69,69,67,77,54,78,57,60,73,70,38,23,77,62,73,75,24,19,16,14,14,5,11,14
B. Dieng,22,2025,74,81,8500000.0,17000.0,62,75,73,63,74,70,54,55,47,74,83,82,67,69,71,85,74,64,67,68,42,32,74,64,74,69,24,31,27,10,14,11,8,15
D. Payet,35,2024,80,80,8500000.0,35000.0,80,76,54,82,74,80,82,75,79,85,67,63,77,77,71,81,34,44,67,77,50,35,75,85,76,78,34,34,36,11,15,9,14,12
Z. Aboukhlal,22,2026,74,81,8500000.0,17000.0,67,74,49,74,55,75,70,52,64,72,87,86,85,69,76,74,65,90,73,69,68,20,69,71,65,68,53,44,34,10,6,10,5,12
O. Marmoush,23,2023,75,80,8500000.0,37000.0,49,76,66,73,67,82,58,63,52,78,84,79,91,73,80,72,70,69,66,75,67,30,76,69,67,67,26,22,21,11,13,15,8,11
R. Soriano,31,2023,77,77,8500000.0,33000.0,77,72,67,79,73,80,78,56,77,80,67,69,79,73,77,77,63,82,67,75,71,68,73,82,62,75,67,66,65,15,10,9,14,13
A. Candreva,35,"Jun 30, 2023",80,80,8500000.0,20000.0,79,74,55,82,79,81,77,73,80,83,73,67,79,75,80,88,34,79,55,83,66,67,80,80,69,73,62,63,53,10,4,14,4,14
A. Colpani,23,2026,74,81,8500000.0,34000.0,66,58,60,79,68,76,75,64,77,77,73,79,72,69,66,72,62,77,64,67,47,62,68,74,62,72,62,68,62,,,,,
Morales,34,2024,79,79,8500000.0,40000.0,75,83,64,77,82,82,79,68,70,79,82,79,80,80,81,83,63,69,69,79,58,58,82,74,76,79,44,54,45,14,13,13,16,8
L. Suárez,24,"Jun 30, 2023",75,80,8500000.0,32000.0,66,79,66,66,71,73,68,60,57,68,84,85,75,76,75,81,61,80,76,71,76,44,79,66,69,63,26,48,28,6,8,13,11,6
B. Traoré,26,2024,76,76,8000000.0,66000.0,72,74,66,74,71,81,79,73,68,85,76,78,87,68,59,73,75,64,65,68,60,54,73,73,69,74,40,40,37,11,7,7,13,12
J. Murphy,27,2027,76,76,8000000.0,77000.0,76,65,45,70,50,80,75,67,60,78,82,83,75,75,77,76,50,76,61,68,56,65,76,73,66,69,65,70,55,13,16,13,10,6
E. Dennis,24,2026,75,79,8000000.0,50000.0,67,76,75,65,69,75,62,62,58,74,84,85,89,76,80,81,90,68,70,68,68,13,72,54,56,69,38,45,27,13,7,11,11,13
P. Daka,23,2026,75,79,8000000.0,60000.0,51,78,64,66,76,75,65,54,61,77,87,88,79,78,74,75,82,76,68,70,63,20,77,53,75,69,18,28,16,8,6,9,5,11
Hwang Hee Chan,26,2026,76,76,8000000.0,72000.0,68,76,61,73,75,79,61,52,65,73,87,76,89,78,73,74,80,74,70,73,68,37,78,76,72,76,39,36,25,,,,,
O. Edouard,24,2025,75,79,8000000.0,44000.0,58,76,72,73,64,79,75,77,58,78,77,79,79,69,79,78,73,74,79,69,55,39,74,74,76,80,44,46,28,7,6,13,11,13
D. Solanke,24,2026,75,79,8000000.0,40000.0,54,76,74,72,74,75,56,47,59,72,68,78,64,74,67,75,77,87,79,69,67,22,76,71,72,74,21,25,22,9,15,14,9,10
M. Mohamed,24,"Jun 30, 2023",75,79,8000000.0,51000.0,52,74,81,64,65,69,65,47,50,72,73,78,68,67,62,80,91,75,86,72,64,38,77,57,64,64,33,31,27,13,7,8,14,7
Pedro,34,2023,79,79,8000000.0,57000.0,69,74,39,81,70,84,82,57,72,88,79,68,90,77,91,73,65,69,40,76,53,42,77,82,66,80,41,29,26,5,11,12,15,9
N. Bajrami,23,"Jun 30, 2023",75,79,8000000.0,10000.0,61,68,54,78,58,78,70,64,72,78,76,76,78,70,70,74,63,72,63,60,67,56,75,78,69,68,58,62,64,14,6,10,7,9
D. Praet,28,2024,76,76,7500000.0,69000.0,74,70,58,78,70,79,75,67,77,78,68,65,72,76,67,76,59,70,62,78,66,64,76,78,56,78,52,67,60,6,6,10,14,10
D. James,24,"Jun 30, 2023",75,78,7500000.0,31000.0,70,70,50,68,58,71,73,54,58,74,96,95,83,75,82,73,74,76,54,65,79,42,74,63,64,58,52,45,34,7,6,11,15,9
D. Undav,25,2026,75,78,7500000.0,56000.0,67,80,66,72,79,73,74,66,62,77,69,67,68,74,79,79,66,66,77,76,72,18,80,77,74,79,25,37,29,9,12,9,11,13
A. Thomasson,28,2026,76,76,7500000.0,34000.0,76,70,61,78,64,78,73,70,77,79,69,69,74,78,79,75,72,77,67,75,69,68,77,78,68,75,63,68,57,14,9,15,9,13
K. Toko Ekambi,29,"Jun 30, 2023",76,76,7500000.0,59000.0,70,79,72,72,75,77,75,63,64,76,81,85,76,75,68,79,71,75,73,73,48,21,78,74,74,78,23,14,18,10,12,12,8,14
Raúl García,35,2023,79,79,7500000.0,26000.0,80,80,90,84,73,79,78,68,82,83,38,33,51,83,61,85,92,74,86,86,86,69,85,83,85,83,44,59,57,14,16,14,16,15
Pere Milla,29,2025,76,76,7500000.0,23000.0,69,80,70,77,62,79,63,58,60,78,78,73,77,76,66,77,47,75,63,73,45,32,77,66,72,65,40,30,28,10,10,14,14,14
A. Budimir,30,2025,76,76,7500000.0,29000.0,41,81,85,64,70,77,44,52,41,78,55,64,54,72,31,77,65,64,83,70,77,24,80,39,65,72,29,35,27,11,14,8,16,15
Léo Baptistão,29,2026,76,76,7500000.0,26000.0,67,73,73,76,75,76,70,59,63,78,76,79,79,81,75,76,81,78,71,71,51,28,80,75,65,72,36,24,19,,,,,
C. Adams,25,2024,75,77,7000000.0,48000.0,55,74,63,70,70,72,63,59,53,77,78,81,78,74,74,86,76,77,78,75,74,36,77,62,69,70,33,42,36,,,,,
J. Mateta,25,2026,75,77,7000000.0,48000.0,41,76,78,70,74,75,53,39,45,75,64,77,61,74,51,77,77,66,86,62,74,22,76,63,72,71,35,31,22,8,8,7,13,11
J. Leweling,21,2024,73,82,7000000.0,20000.0,64,73,58,69,65,80,55,43,49,76,85,82,79,71,77,73,55,71,75,67,57,26,73,59,55,62,33,31,23,6,11,10,14,9
M. Cancellieri,19,"Jun 30, 2023",73,86,7000000.0,14000.0,69,64,55,71,70,79,76,70,65,77,79,86,83,66,80,74,54,58,66,77,59,33,65,65,67,64,31,42,41,11,15,11,6,9
J. Zirkzee,21,2026,73,82,7000000.0,21000.0,55,77,58,70,67,76,68,66,45,79,68,69,66,69,60,73,66,63,84,71,43,14,73,70,67,74,20,14,16,,,,,
C. Ngonge,22,2023,73,81,7000000.0,20000.0,67,69,68,72,67,76,71,55,52,75,88,83,81,68,72,74,68,68,67,74,60,40,71,58,60,62,22,35,35,15,7,10,7,8
J. Larsen,22,2028,73,82,7000000.0,18000.0,45,75,74,61,68,67,57,45,50,68,74,80,67,72,60,74,76,84,85,66,72,26,75,64,58,72,29,27,23,7,14,14,8,9
Portu,30,"Jun 30, 2023",76,76,7000000.0,29000.0,74,73,69,70,72,74,78,64,70,73,81,83,82,73,81,80,75,79,72,71,80,55,75,74,65,74,55,55,53,14,10,15,15,13
L. Ramazani,21,2025,73,81,7000000.0,15000.0,68,70,41,66,58,78,56,52,62,72,88,86,89,68,91,66,66,61,51,57,62,35,68,65,69,65,30,34,30,7,10,13,5,11
G. Rutter,20,2028,73,83,6500000.0,25000.0,52,72,73,67,68,79,56,45,51,77,76,78,76,73,79,73,75,66,70,69,35,12,74,62,68,71,17,26,17,6,10,14,10,10
A. Elanga,20,2026,73,82,6500000.0,58000.0,67,70,67,68,62,73,70,61,45,72,90,86,83,72,75,64,86,75,52,63,42,31,72,65,56,67,35,38,33,13,5,13,8,10
H. Wilson,25,2026,75,76,6500000.0,46000.0,77,74,46,75,74,74,86,85,68,76,76,74,79,73,84,83,43,71,56,81,45,40,74,75,78,76,44,45,40,7,13,9,15,7
Mama Baldé,26,2025,75,76,6500000.0,20000.0,69,75,74,71,74,73,73,49,64,70,87,91,80,74,76,79,82,78,76,68,80,47,73,65,62,66,41,52,51,6,12,13,13,6
D. Kyereh,26,2023,75,76,6500000.0,26000.0,58,77,59,72,69,82,60,60,60,78,88,76,90,74,86,71,85,79,58,67,44,24,74,71,52,65,24,15,17,5,8,5,10,11
L. Maina,23,2025,74,80,6500000.0,21000.0,74,67,44,69,58,76,66,43,60,73,89,86,85,71,88,62,55,73,47,54,44,24,67,72,47,66,29,28,25,14,12,14,7,8
J. Thielmann,20,2024,73,82,6500000.0,16000.0,65,69,60,69,62,71,67,44,65,74,84,79,75,73,75,73,69,78,58,69,69,51,67,68,65,62,44,39,41,,,,,
Tiago Tomás,20,"Jun 30, 2023",73,82,6500000.0,9000.0,42,72,67,67,63,76,65,41,59,75,84,87,77,72,79,75,63,78,69,60,61,40,75,58,70,66,35,37,17,8,14,9,13,7
R. Højlund,19,2027,73,83,6500000.0,22000.0,38,74,68,64,63,72,58,48,49,72,83,84,69,68,66,74,58,73,84,66,69,28,72,54,70,72,27,24,15,12,8,9,14,7
P. Bamford,28,2026,75,75,6000000.0,40000.0,59,73,75,73,69,70,68,59,63,75,74,78,67,77,66,76,68,82,76,69,65,47,81,74,71,74,50,27,20,9,7,11,6,16
Vinícius,27,2025,75,75,6000000.0,53000.0,51,77,70,71,73,72,65,48,47,76,66,75,66,75,44,83,52,69,83,68,81,41,77,65,71,80,44,33,25,,,,,
D. Brooks,24,2026,74,77,6000000.0,34000.0,76,71,61,78,61,80,73,66,67,79,69,66,78,72,77,70,64,32,62,73,64,43,75,77,65,78,47,49,44,8,14,9,13,7
T. Minamino,27,2026,75,75,6000000.0,42000.0,65,77,50,72,72,80,73,69,63,78,84,73,89,74,86,71,76,71,55,73,64,49,74,71,72,78,34,33,29,9,12,8,15,14
M. Simon,26,2024,75,75,6000000.0,26000.0,74,66,46,69,73,79,69,64,62,77,88,89,90,72,92,73,87,69,66,70,38,34,72,68,60,72,30,31,33,7,13,12,13,9
Rony Lopes,26,"Jun 30, 2023",75,75,6000000.0,26000.0,75,71,38,74,56,77,76,73,69,78,82,73,83,67,88,76,55,68,62,75,39,29,72,73,65,72,30,28,27,11,10,12,12,11
K. Bellarabi,32,2023,76,76,6000000.0,44000.0,78,74,51,71,73,82,72,58,62,79,77,78,78,74,78,82,75,66,71,77,75,43,74,75,57,78,39,33,35,10,12,7,11,10
M. Ducksch,28,2024,75,75,6000000.0,26000.0,68,79,70,73,74,68,79,76,54,74,71,66,65,78,65,78,70,73,73,73,55,31,77,73,66,70,27,35,22,6,12,7,12,16
E. Demirović,24,2026,74,77,6000000.0,21000.0,67,77,68,74,74,75,73,43,62,76,67,71,66,77,68,83,71,68,77,68,76,36,77,71,65,73,38,39,34,,,,,
D. Origi,27,2026,75,75,6000000.0,54000.0,69,74,74,73,70,75,54,51,59,76,68,84,71,76,64,80,76,68,77,70,69,28,76,69,65,77,16,24,18,15,13,16,11,15
D. Lazović,31,2024,76,76,6000000.0,26000.0,76,69,59,75,71,77,74,76,69,75,85,79,84,71,83,79,44,81,51,74,68,65,74,69,55,70,63,67,65,14,10,11,11,9
C. Dessers,27,2025,75,75,6000000.0,14000.0,44,77,72,66,69,70,45,47,55,72,73,77,70,78,64,77,80,74,83,68,56,17,76,58,66,75,42,16,14,14,11,11,12,10
Dany Mota,24,2024,74,77,6000000.0,37000.0,54,76,72,74,72,77,68,51,59,79,79,81,73,70,75,72,69,75,69,68,42,22,74,70,68,70,26,28,28,,,,,
A. Pinamonti,23,2027,74,78,6000000.0,26000.0,48,76,75,64,74,70,55,54,42,74,73,75,69,73,74,79,74,81,75,73,55,16,76,45,78,62,15,30,24,14,10,15,7,11
Dyego Sousa,32,2024,76,76,6000000.0,27000.0,59,79,83,70,78,77,48,65,53,76,60,54,61,75,52,80,77,79,87,74,82,25,77,61,75,68,23,22,27,15,7,12,7,9
N. Maupay,25,2025,74,76,5500000.0,34000.0,61,76,73,74,74,66,63,55,59,75,77,65,76,78,81,79,59,78,67,71,80,26,77,69,78,70,30,55,33,11,12,7,8,14
C. Wood,30,"Jun 30, 2023",75,75,5500000.0,73000.0,46,76,84,69,74,69,69,64,48,77,51,66,55,75,54,80,80,67,85,70,77,40,76,64,81,75,39,30,29,14,16,16,7,16
J. Lingard,29,2023,75,75,5500000.0,54000.0,70,72,63,75,76,77,79,64,62,76,75,69,78,76,84,76,65,72,58,76,71,50,77,75,70,76,61,57,49,14,10,8,13,9
K. Lewis-Potter,21,2028,72,81,5500000.0,26000.0,68,68,64,64,57,75,64,61,54,73,82,79,84,67,82,68,75,75,56,67,65,34,71,69,58,64,36,30,32,9,12,9,14,13
A. Claude-Maurice,24,"Jun 30, 2023",74,77,5500000.0,29000.0,64,70,60,76,61,80,79,69,69,79,79,81,88,72,79,75,70,70,62,76,69,69,69,73,65,72,69,72,66,11,13,15,14,15
F. Chaïbi,19,2025,72,85,5500000.0,9000.0,67,75,65,77,52,75,59,49,69,73,76,74,64,73,63,67,63,75,71,48,68,69,71,74,61,69,66,69,66,10,13,12,12,11
M. Uth,30,2025,75,75,5500000.0,26000.0,72,75,67,75,74,76,80,78,72,77,71,69,74,77,68,83,71,70,67,78,61,39,76,75,67,74,34,39,36,9,11,8,9,11
K. Onisiwo,30,2026,75,75,5500000.0,28000.0,68,72,74,63,69,76,67,54,54,72,75,74,65,76,65,80,55,79,85,66,85,49,78,68,53,72,44,53,40,11,11,10,10,16
L. Alario,29,2025,75,75,5500000.0,29000.0,48,80,82,69,76,72,49,44,47,72,66,66,68,74,72,78,87,68,77,66,71,22,77,65,75,76,22,27,20,8,15,7,15,15
N. Sansone,30,2023,75,75,5500000.0,29000.0,69,70,63,72,74,78,76,70,67,80,78,78,88,74,84,72,66,53,50,72,62,38,75,74,74,75,46,44,33,11,7,14,9,14
F. Di Francesco,28,2025,75,75,5500000.0,19000.0,77,67,40,76,69,80,78,69,67,78,82,78,80,69,78,71,44,69,59,68,42,34,76,68,69,74,44,38,36,11,10,6,10,5
M. Satriano,21,"Jun 30, 2023",72,81,5500000.0,31000.0,47,77,71,67,64,72,51,53,45,76,63,66,58,68,57,69,74,69,72,68,60,18,74,58,69,68,27,34,31,,,,,
M. Gabbiadini,30,2026,75,75,5500000.0,21000.0,70,79,66,69,72,77,78,77,64,79,67,63,74,74,56,80,74,55,66,77,57,18,79,72,72,71,22,24,20,12,11,11,5,5
A. Álvarez Martínez,21,2027,72,80,5500000.0,18000.0,48,73,75,69,78,64,68,54,59,73,72,69,70,70,74,73,80,69,74,69,50,31,73,61,71,68,31,33,30,15,7,10,14,10
H. Seferović,30,"Jun 30, 2023",75,75,5500000.0,14000.0,65,77,79,69,76,69,72,64,63,73,62,66,61,70,60,83,80,77,86,70,81,42,78,68,68,77,44,46,40,9,13,9,9,16
M. Cho,18,2027,72,85,5500000.0,9000.0,61,72,65,74,52,81,43,50,50,76,83,79,71,65,68,70,59,60,63,65,33,21,74,68,64,63,23,22,20,9,6,6,7,7
E. Ponce,25,2026,74,77,5500000.0,19000.0,59,75,75,65,67,74,68,61,50,73,77,75,74,73,76,76,79,70,74,68,55,29,75,61,68,70,39,30,28,12,16,7,7,6
A. Ounas,25,2024,74,75,5000000.0,26000.0,68,64,51,72,65,80,72,69,65,78,86,80,89,66,81,68,61,71,53,68,77,47,68,72,60,65,28,54,47,8,6,8,7,12
M. Ingvartsen,26,2025,74,75,5000000.0,26000.0,63,79,68,69,74,75,78,55,56,75,67,61,68,75,71,79,67,79,74,77,61,29,78,71,82,72,35,38,30,12,13,10,14,7
L. Waldschmidt,26,2025,74,75,5000000.0,38000.0,63,75,59,72,71,76,73,63,65,75,77,60,78,74,77,80,66,69,64,78,44,28,77,75,82,72,33,19,18,14,10,7,9,16
N. Radonjić,26,"Jun 30, 2023",74,75,5000000.0,34000.0,66,72,49,70,74,75,68,54,66,72,89,88,76,74,66,76,45,67,65,73,43,22,71,75,57,68,31,30,23,7,9,14,13,6
I. Success,26,2025,74,75,5000000.0,17000.0,73,74,69,69,58,77,59,54,57,76,69,76,67,74,69,80,78,62,77,58,45,30,74,64,68,69,41,33,24,8,15,14,8,10
L. Colombo,20,"Jun 30, 2023",72,83,5000000.0,31000.0,41,73,72,59,62,68,55,50,40,69,64,67,66,67,68,81,75,68,76,75,73,18,77,54,63,67,23,30,20,9,6,7,6,9
D. Verde,26,2025,74,75,5000000.0,18000.0,70,71,46,68,60,77,85,77,63,77,83,81,89,70,92,84,38,64,33,81,58,24,68,70,71,71,41,37,35,7,12,14,9,12
Carlos Fernández,26,2026,74,75,5000000.0,28000.0,47,78,74,73,70,77,43,56,66,78,62,71,70,72,47,78,73,54,72,74,71,22,72,73,73,67,21,21,22,12,13,8,9,12
Borja Mayoral,25,2027,74,75,5000000.0,24000.0,60,75,73,74,71,73,63,62,65,76,65,66,73,74,72,76,85,63,72,70,48,37,80,67,72,78,40,29,24,12,9,8,15,7
K. Piątek,27,"Jun 30, 2023",74,75,4900000.0,28000.0,51,78,74,64,72,70,60,41,39,74,68,75,69,72,62,75,80,72,76,66,54,32,80,53,76,72,33,34,24,,,,,
D. Welbeck,31,2023,75,75,4800000.0,58000.0,69,76,77,71,69,76,61,62,64,80,65,72,68,73,65,77,79,57,72,63,75,32,80,74,73,78,43,39,33,9,10,6,12,16
J. Anthony,22,2027,72,79,4800000.0,28000.0,72,68,54,71,59,73,68,61,60,74,78,79,71,66,75,63,70,71,64,61,48,21,67,72,62,73,20,26,17,8,9,7,13,15
O. Solbakken,23,2027,73,79,4800000.0,37000.0,67,73,40,70,51,72,66,50,60,74,84,86,82,65,71,68,57,83,66,65,58,44,74,66,61,66,39,32,28,9,12,13,7,11
D. Okereke,24,2025,73,78,4700000.0,11000.0,43,74,71,68,56,79,40,31,33,70,85,88,86,70,68,73,91,73,69,56,48,17,76,64,62,68,31,17,15,11,14,9,8,8
A. Nordin,24,2025,73,78,4600000.0,17000.0,65,72,67,71,52,76,67,50,67,75,83,83,74,68,80,74,64,62,64,70,31,34,71,70,55,66,37,32,26,14,6,13,10,13
Rafael Ratão,26,2024,74,74,4600000.0,19000.0,69,73,62,71,72,78,72,66,52,76,84,76,81,69,79,76,68,76,72,71,52,29,72,71,71,67,40,49,38,14,15,13,7,16
L. Höler,27,2025,74,74,4600000.0,26000.0,45,78,77,59,71,61,50,39,43,64,60,64,65,81,64,80,80,83,82,64,72,41,82,54,60,59,49,54,39,,,,,
C. Führich,24,2025,73,78,4600000.0,17000.0,67,67,54,73,58,80,68,56,68,78,83,83,85,65,82,70,66,79,49,67,58,43,68,66,61,60,53,59,55,6,7,12,12,6
S. Jovetić,32,2023,75,75,4600000.0,30000.0,72,76,74,80,79,79,84,74,64,81,62,54,75,75,70,80,71,42,70,77,50,30,77,78,78,76,31,32,30,9,7,5,9,10
J. Larsen,23,2024,73,78,4600000.0,25000.0,67,72,58,72,62,72,73,70,67,74,83,85,76,72,72,76,75,58,69,62,68,59,73,66,62,66,56,54,44,14,6,11,11,11
T. Henry,27,2026,74,74,4600000.0,25000.0,51,76,80,72,72,63,45,59,63,73,54,68,55,75,50,80,69,65,86,62,74,25,77,69,82,76,39,39,29,5,13,9,6,15
E. Shomurodov,27,"Jun 30, 2023",74,74,4600000.0,50000.0,55,73,74,67,75,76,68,52,58,75,84,79,74,64,70,75,61,69,76,69,59,39,73,68,65,65,37,33,30,8,11,5,7,5
Gonçalo Paciência,27,2025,74,74,4600000.0,22000.0,42,76,84,64,78,77,67,47,51,76,52,41,72,75,73,77,78,67,81,72,79,37,77,74,80,78,21,30,23,9,8,14,12,7
C. Larin,27,"Jun 30, 2023",74,74,4600000.0,24000.0,69,75,74,67,61,70,66,50,47,68,68,75,63,73,48,80,68,73,87,67,60,22,75,67,63,65,21,25,20,12,9,8,12,7
Kike García,32,2024,75,75,4600000.0,27000.0,56,77,78,76,76,75,42,60,53,76,58,55,62,75,46,77,74,61,79,75,71,52,81,67,70,80,45,34,21,7,9,8,13,13
R. Christie,27,2024,74,74,4500000.0,39000.0,72,71,53,73,50,75,75,71,68,74,79,77,78,68,81,76,66,73,77,70,79,63,73,72,74,77,65,69,70,13,9,12,7,8
K. Gameiro,35,2023,77,77,4500000.0,22000.0,69,79,68,76,77,73,74,70,69,77,77,82,77,77,71,77,83,67,64,73,66,38,78,74,81,76,44,33,39,6,10,8,8,6
T. Asano,27,2024,74,74,4500000.0,22000.0,65,71,58,67,65,77,61,39,47,75,92,90,90,77,85,70,66,69,75,61,46,29,74,67,65,72,31,22,20,15,7,6,9,14
K. Linetty,27,2024,74,74,4500000.0,35000.0,60,64,56,78,38,74,62,47,74,76,72,55,73,74,79,70,78,76,61,64,79,76,68,76,50,70,72,74,70,13,8,11,14,6
O. Duda,27,"Jun 30, 2023",74,74,4500000.0,24000.0,65,70,52,76,71,79,77,74,73,78,73,68,77,72,75,78,70,78,57,69,57,62,72,73,70,78,63,65,52,15,12,14,16,10
A. Ezzalzouli,20,"Jun 30, 2023",71,83,4500000.0,48000.0,63,70,34,64,49,82,65,40,61,79,84,80,78,66,78,65,42,44,57,60,34,18,64,62,53,68,25,32,28,7,5,6,12,9
C. Stuani,35,2026,77,77,4500000.0,22000.0,68,80,84,72,73,70,66,57,65,72,66,68,64,74,60,82,92,78,88,75,77,36,82,69,90,76,45,49,42,16,14,9,16,8
Jeong Woo Yeong,22,2025,73,77,4400000.0,19000.0,68,68,61,74,58,78,46,40,59,77,78,76,87,69,84,59,53,89,54,56,55,30,73,72,50,61,34,32,36,12,6,9,7,7
I. Cardona,24,2027,73,77,4400000.0,21000.0,56,73,63,73,77,73,68,58,58,74,75,83,69,69,62,78,79,69,70,68,28,24,75,72,69,67,27,17,20,9,11,6,13,13
M. Soulé,19,2026,71,85,4400000.0,28000.0,74,58,49,76,69,80,79,73,69,80,76,75,81,55,77,66,59,66,34,72,33,30,54,58,69,60,28,41,39,15,8,11,15,14
S. Iling-Junior,18,2025,71,85,4400000.0,17000.0,74,54,50,74,61,77,75,63,64,76,79,79,77,62,69,67,53,69,51,64,46,32,60,60,59,64,30,41,39,,,,,
Y. Karamoh,23,2025,73,77,4400000.0,31000.0,69,68,65,69,66,78,67,51,65,77,79,77,72,71,65,69,67,64,60,69,50,29,72,71,65,73,23,31,26,14,10,10,8,12
E. Ben Seghir,17,2025,71,86,4300000.0,6000.0,59,73,55,67,68,75,65,58,58,75,78,78,80,69,77,74,52,58,56,74,51,23,73,65,64,73,22,28,31,,,,,
M. Philipp,28,"Jun 30, 2023",74,74,4300000.0,40000.0,66,73,50,72,74,78,68,65,62,77,76,74,76,74,75,78,59,63,66,76,36,39,74,72,83,69,39,48,34,8,12,10,10,9
R. Fraser,28,2025,74,74,4200000.0,70000.0,74,66,30,69,62,76,78,68,60,74,86,78,89,67,94,71,56,62,50,67,71,45,73,72,69,75,48,56,45,15,14,15,7,10
B. Brahimi,22,2026,71,79,4200000.0,21000.0,69,72,58,69,56,78,64,64,60,74,76,77,69,60,68,73,64,63,76,69,36,22,67,63,54,59,19,34,31,15,6,10,6,7
P. Hofmann,29,2024,74,74,4200000.0,24000.0,31,77,81,68,66,63,46,39,43,70,46,55,46,73,36,83,53,60,93,63,79,23,78,62,62,73,26,38,30,14,10,15,11,15
