name,age,Contract valid until,Overall rating,Potential,Value,Wage,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Emerson,27,2026,77,77,10000000.0,56000.0,78,51,60,77,51,79,81,80,73,80,78,76,71,75,75,80,66,72,56,75,66,76,70,67,55,77,74,75,75,,,,,
E. Bailly,28,"Jun 30, 2023",77,78,10000000.0,89000.0,49,33,73,68,42,65,46,43,61,67,65,73,61,75,60,55,80,45,84,48,80,79,47,59,46,76,78,76,79,14,14,10,9,8
M. Wolf,27,2024,77,77,10000000.0,38000.0,80,73,64,74,64,77,69,70,64,75,78,85,68,78,66,75,61,83,76,70,78,72,76,72,52,80,72,73,72,12,15,7,16,8
A. Caci,25,2026,76,81,10000000.0,23000.0,79,53,73,74,47,69,72,48,75,74,67,69,68,75,63,59,74,76,73,42,68,75,65,63,52,68,75,76,74,11,9,12,7,8
F. Acerbi,34,"Jun 30, 2023",82,82,10000000.0,59000.0,34,37,84,75,39,65,58,56,79,72,61,62,32,83,33,75,70,69,85,60,75,84,20,65,61,86,86,86,84,11,9,9,13,11
A. Florenzi,31,2025,78,78,10000000.0,54000.0,76,71,70,81,84,75,71,71,76,83,79,74,86,77,82,82,72,71,50,81,66,77,69,80,73,79,76,74,70,9,8,10,11,10
Thiago Silva,37,2024,85,85,9500000.0,105000.0,60,40,81,83,61,67,62,61,84,80,45,55,62,88,66,71,88,66,78,65,74,85,59,73,60,86,90,87,84,9,12,5,9,10
R. Koch,25,2024,76,80,9500000.0,33000.0,40,27,76,74,29,60,31,28,71,70,53,69,62,75,55,56,66,68,76,42,73,78,52,64,38,74,78,78,76,9,6,15,8,6
J. Justin,24,2026,76,79,9500000.0,52000.0,73,53,65,72,42,73,60,60,65,74,77,85,67,74,70,54,64,77,68,40,66,70,66,67,43,66,73,77,75,13,7,6,5,14
M. Kilman,25,2026,76,80,9500000.0,58000.0,54,36,69,74,36,62,45,39,73,67,53,68,54,78,51,51,71,68,85,43,73,77,47,63,48,72,77,79,78,,,,,
R. Aguilar,29,2025,77,77,9500000.0,45000.0,76,49,60,76,52,75,62,33,70,75,78,72,77,75,76,70,80,92,65,45,83,73,70,69,38,72,73,75,75,15,8,16,10,13
J. Ryerson,24,2026,76,79,9500000.0,30000.0,73,57,57,73,55,76,59,34,67,73,74,72,75,75,77,70,75,82,77,59,82,73,62,62,44,68,78,73,75,7,13,8,7,7
J. Hector,32,2023,78,78,9500000.0,28000.0,78,55,68,79,51,74,65,65,76,77,65,61,68,81,68,69,80,78,74,61,74,78,63,74,65,83,80,78,77,9,10,10,12,14
D. Doekhi,24,2022,76,80,9500000.0,23000.0,46,39,82,70,39,60,39,29,67,69,52,66,64,73,54,61,82,77,86,31,74,73,49,57,33,70,77,77,73,9,9,10,13,14
F. Gatti,24,2027,76,80,9500000.0,61000.0,34,30,79,63,32,55,34,36,61,65,63,69,51,71,51,54,83,67,79,29,76,77,27,40,43,74,78,79,76,,,,,
Y. Sabaly,29,2026,77,77,9500000.0,23000.0,76,47,55,74,40,74,60,38,64,72,77,79,73,73,82,68,70,76,70,59,69,75,72,45,43,70,75,77,75,9,11,8,15,11
Brian Oliván,28,2025,77,77,9500000.0,19000.0,76,56,62,75,52,68,74,68,65,73,80,78,67,75,68,65,66,90,68,68,80,73,65,67,62,64,73,74,73,13,15,13,8,12
Diego Rico,29,2025,77,77,9500000.0,30000.0,75,40,67,76,53,69,74,76,66,74,73,75,63,75,74,76,75,68,78,68,74,80,64,69,43,70,76,78,74,10,9,15,11,10
Barrenetxea,20,2027,74,83,9500000.0,19000.0,70,74,58,68,66,81,64,43,53,78,81,76,85,73,84,75,80,59,44,62,35,17,72,70,59,74,33,12,14,13,11,11,5,13
Alberto Moreno,29,2024,77,77,9500000.0,30000.0,78,65,61,77,50,76,73,55,69,78,78,81,80,75,83,80,81,75,59,75,81,69,77,69,54,68,67,76,76,10,14,9,10,11
J. Mojica,29,2026,77,77,9500000.0,30000.0,77,62,56,77,43,72,74,64,70,75,86,90,71,69,58,80,75,66,70,61,73,74,69,65,60,70,70,77,75,13,8,14,9,15
M. Keane,29,2025,77,77,9000000.0,38000.0,57,50,81,70,40,59,53,33,70,64,50,53,52,75,54,58,84,65,85,46,77,77,29,60,48,71,79,79,76,16,7,8,14,11
Sergio Gómez,21,2026,74,83,9000000.0,53000.0,77,67,47,74,69,76,75,76,69,75,76,65,85,73,83,72,71,76,58,70,68,73,72,76,78,73,70,72,70,11,7,9,11,10
B. Davies,29,2025,77,77,9000000.0,72000.0,71,58,73,78,48,70,72,48,75,76,68,67,64,81,69,65,78,72,70,52,79,78,60,64,54,76,79,79,78,11,7,6,7,14
T. Kehrer,25,2026,76,79,9000000.0,50000.0,64,37,73,73,32,64,54,38,66,66,68,77,67,73,64,65,86,68,77,40,78,76,53,59,41,69,74,78,79,,,,,
C. Dawson,32,2025,78,78,9000000.0,69000.0,65,49,84,66,29,48,45,24,62,63,46,52,50,76,50,57,84,67,78,30,79,80,56,51,66,69,79,78,79,7,8,7,7,5
C. Richards,22,2027,74,82,9000000.0,34000.0,49,23,77,71,26,47,35,24,65,62,67,78,61,68,60,36,90,65,76,22,66,72,38,51,37,61,70,78,76,13,5,13,7,6
B. Mee,32,2024,78,78,9000000.0,46000.0,59,36,82,54,29,50,45,31,59,61,51,53,56,78,65,60,89,67,79,39,84,80,40,52,42,75,80,81,79,15,7,12,10,14
J. Gradit,29,2026,77,77,9000000.0,31000.0,63,19,72,74,25,68,44,28,59,71,74,72,64,77,67,48,91,77,79,27,80,76,54,60,36,73,75,78,76,8,13,11,12,10
D. Lovren,32,2025,78,78,9000000.0,55000.0,59,33,80,68,42,63,35,18,67,66,52,66,48,75,41,63,78,64,82,34,84,79,21,56,52,69,76,81,82,14,14,13,10,7
S. Kolašinac,29,2023,77,77,9000000.0,36000.0,73,60,69,71,55,67,61,42,63,72,67,75,59,77,55,75,75,73,88,58,87,74,69,65,54,68,73,75,74,,,,,
Danilo,30,2024,77,77,9000000.0,24000.0,72,54,64,73,53,76,62,49,69,76,77,55,84,76,86,68,82,76,65,67,74,78,64,58,42,73,76,78,80,10,11,15,10,12
Iago,25,2024,76,79,9000000.0,23000.0,74,58,67,73,39,73,68,35,69,73,77,84,76,71,74,65,65,75,69,56,72,73,67,67,46,74,71,73,76,,,,,
B. Djimsiti,29,2026,77,77,9000000.0,43000.0,53,36,82,68,32,34,42,30,68,66,67,73,44,74,51,52,56,79,82,30,79,79,55,56,38,74,80,80,76,10,6,13,10,10
Diego Llorente,28,"Jun 30, 2023",77,77,9000000.0,38000.0,55,39,76,75,31,65,30,35,72,75,67,67,61,78,62,45,80,69,78,37,86,77,43,60,53,70,77,74,76,8,12,11,9,7
A. Cambiaso,22,"Jun 30, 2023",74,83,9000000.0,54000.0,77,49,53,72,55,75,64,60,65,77,73,77,72,71,70,64,60,68,52,52,69,70,65,67,46,67,68,73,72,13,7,7,13,13
De Marcos,33,2024,79,79,9000000.0,29000.0,76,64,59,78,57,72,77,53,71,77,79,79,75,77,77,73,76,85,75,56,77,74,73,73,55,75,76,78,76,8,6,13,15,9
Copete,22,2026,74,82,9000000.0,17000.0,36,32,76,72,36,50,35,29,60,69,62,55,40,69,50,43,68,67,70,22,75,75,31,44,45,62,76,78,75,11,13,9,13,8
Manu Sánchez,21,"Jun 30, 2023",74,82,9000000.0,25000.0,67,42,62,71,36,67,52,34,54,71,77,71,70,66,74,50,62,75,51,41,65,74,56,57,38,62,66,78,75,,,,,
David López,32,2023,78,78,9000000.0,26000.0,55,50,79,81,55,63,50,45,76,75,51,49,41,76,53,73,78,60,81,60,79,78,60,72,50,70,79,78,77,9,12,7,11,15
Felipe,33,2024,79,79,8500000.0,63000.0,45,40,81,71,44,57,32,32,67,64,50,53,56,74,47,57,88,62,88,41,88,78,34,50,47,71,79,78,76,9,11,14,9,7
A. Bella Kotchap,20,2026,74,83,8500000.0,28000.0,31,20,72,66,24,39,22,22,64,60,76,86,60,63,63,40,77,65,86,20,66,77,29,46,33,57,71,77,72,,,,,
T. Livramento,19,2026,74,84,8500000.0,21000.0,68,47,55,73,41,74,64,51,57,73,78,79,74,72,79,47,66,68,57,46,70,76,60,57,41,66,67,74,71,,,,,
A. Robinson,24,2024,76,77,8500000.0,40000.0,73,44,56,72,45,78,61,39,71,73,85,88,80,73,72,46,75,79,72,43,80,73,65,63,45,67,66,75,72,12,9,15,14,9
M. Senesi,25,2026,76,78,8500000.0,38000.0,63,32,76,75,58,73,41,32,76,75,67,54,66,73,61,55,81,71,79,52,74,77,32,75,40,75,77,76,77,10,13,11,7,8
João Victor,23,"Jun 30, 2023",74,82,8500000.0,9000.0,40,51,77,64,43,53,42,40,60,58,71,82,62,70,52,55,82,73,78,48,74,72,38,42,49,63,75,74,73,,,,,
J. Dina Ebimbe,21,"Jun 30, 2023",75,80,8500000.0,44000.0,65,58,59,78,51,75,59,49,71,77,84,85,77,74,72,71,75,80,74,57,70,74,64,71,57,70,70,70,61,6,11,14,12,5
K. Jakić,25,2026,76,78,8500000.0,23000.0,53,52,69,73,60,65,41,45,75,76,76,55,64,72,75,79,65,86,81,70,86,73,57,66,49,70,71,76,72,,,,,
R. Knoche,30,2024,77,77,8500000.0,29000.0,30,38,82,73,28,42,33,39,70,54,33,34,52,78,49,58,71,62,78,35,77,76,35,39,50,70,84,78,77,14,10,16,10,9
Z. Çelik,25,2026,76,78,8500000.0,45000.0,72,57,65,72,55,69,72,44,67,73,75,78,68,72,66,63,67,84,77,62,74,74,70,68,46,74,73,74,74,,,,,
J. Lucumí,24,2025,74,82,8500000.0,21000.0,61,23,73,72,23,58,39,31,71,68,67,69,63,70,60,38,71,71,84,28,73,74,33,36,36,71,70,77,75,6,11,10,8,7
A. Witsel,33,2023,79,79,8500000.0,51000.0,68,62,82,85,75,75,71,64,80,79,35,40,63,78,67,64,80,71,77,57,72,76,69,75,76,85,78,81,76,5,7,7,10,7
M. Valjent,26,2025,76,79,8500000.0,23000.0,39,25,76,74,40,62,54,30,67,67,68,61,73,64,65,49,84,82,85,47,79,67,52,53,26,56,78,80,77,,,,,
O. Alderete,25,"Jun 30, 2023",76,78,8500000.0,25000.0,56,54,77,64,47,62,52,41,64,63,65,65,71,73,60,63,84,73,80,57,78,79,62,49,45,68,78,79,75,7,13,14,13,15
Y. Mina,27,2023,76,78,8000000.0,34000.0,43,51,83,71,41,59,38,30,69,60,33,40,32,71,31,68,70,34,88,50,79,74,48,56,56,75,77,79,76,10,8,12,9,12
R. Kristensen,24,2027,75,80,8000000.0,28000.0,74,64,73,68,63,72,64,56,64,70,69,74,66,75,69,75,82,85,75,67,74,73,71,66,62,69,73,74,72,10,9,9,6,10
P. Struijk,22,2027,75,81,8000000.0,28000.0,42,31,73,75,34,62,42,32,73,72,58,60,53,73,54,62,74,74,79,30,76,78,44,56,55,74,75,76,76,14,8,8,10,14
M. Targett,26,2026,76,77,8000000.0,64000.0,81,40,60,74,40,73,77,68,66,75,69,69,63,74,63,65,64,77,66,44,63,77,62,63,51,67,76,77,72,10,15,8,11,14
B. Johnson,22,2024,74,81,8000000.0,40000.0,71,34,65,69,30,66,60,39,59,69,75,76,66,66,69,45,75,75,70,37,67,72,56,50,39,65,74,74,72,,,,,
K. Tete,26,2024,76,77,8000000.0,47000.0,77,42,73,72,36,68,60,41,68,70,75,76,73,68,66,64,77,76,76,41,77,73,61,58,46,66,76,77,76,9,15,11,6,10
K. Ajer,24,2026,75,81,8000000.0,33000.0,58,58,74,71,41,73,58,42,64,74,55,79,52,67,46,64,56,64,90,47,80,73,54,50,49,75,74,76,76,9,9,14,7,10
G. Gudmundsson,23,2026,74,81,8000000.0,21000.0,77,59,51,69,56,75,58,50,66,72,85,87,74,68,67,75,69,75,65,69,78,66,66,62,46,63,69,72,68,12,10,7,6,8
M. Bard,21,2026,74,81,8000000.0,22000.0,75,45,59,73,40,73,65,33,63,75,72,80,74,69,79,66,68,71,68,52,72,72,68,62,45,67,71,71,72,12,12,5,7,14
Y. Ndayishimiye,23,2027,75,81,8000000.0,28000.0,56,46,75,73,49,71,57,59,66,75,70,75,68,73,63,60,79,78,83,41,66,74,56,59,57,70,76,75,73,,,,,
L. Balerdi,23,2026,75,81,8000000.0,26000.0,42,29,76,75,29,64,39,30,72,69,64,68,62,66,56,55,74,68,78,31,76,77,48,60,47,67,76,77,75,6,8,15,15,14
J. Stanišić,22,2026,74,81,8000000.0,34000.0,65,39,75,71,29,65,57,23,57,69,68,75,66,71,63,48,60,69,70,32,69,72,43,44,37,55,76,77,74,,,,,
M. Friedrich,26,2026,76,78,8000000.0,25000.0,43,39,78,66,35,43,39,26,68,58,54,66,53,75,52,58,72,64,79,35,70,75,32,59,38,68,74,85,82,10,13,13,15,14
J. Scally,19,2027,74,81,8000000.0,11000.0,71,43,61,67,25,71,60,28,58,69,79,85,77,69,75,43,60,73,69,45,70,69,57,59,39,61,69,74,72,,,,,
D. Zagadou,23,2026,74,81,8000000.0,17000.0,46,26,80,73,25,51,37,25,70,52,48,64,33,68,34,66,64,62,92,25,73,71,31,59,30,68,71,78,74,9,13,5,14,14
N. Cozza,23,2027,75,80,8000000.0,30000.0,59,39,67,71,31,70,60,36,62,72,76,74,60,75,72,49,75,69,70,35,73,76,49,55,50,67,76,77,75,,,,,
O. Kabak,22,2026,75,81,8000000.0,24000.0,26,35,76,76,28,64,32,31,74,71,52,72,64,66,64,48,85,67,85,25,84,68,30,65,51,67,73,77,73,10,13,10,6,5
L. Bonucci,35,2024,82,82,8000000.0,79000.0,44,50,82,80,58,69,56,60,85,79,45,55,55,80,53,74,87,61,81,65,81,84,38,71,74,85,84,83,81,2,2,3,2,4
E. Ampadu,21,"Jun 30, 2023",74,81,8000000.0,47000.0,46,51,67,74,35,67,47,36,69,72,69,65,67,75,68,52,86,72,68,47,78,74,59,65,39,69,75,76,73,13,12,9,8,12
S. Bueno,23,2026,75,81,8000000.0,19000.0,30,20,74,71,20,47,36,35,68,66,55,53,45,75,50,56,78,75,81,30,76,78,30,50,40,67,76,76,73,5,8,9,13,10
V. Mykolenko,23,2026,75,79,7500000.0,28000.0,76,44,65,72,46,54,60,32,55,66,75,77,69,72,67,47,66,76,57,53,59,70,41,52,35,59,74,75,77,,,,,
M. Wöber,24,2027,75,80,7500000.0,28000.0,63,41,78,72,34,63,65,69,69,67,65,68,65,72,55,67,81,77,83,62,79,70,56,60,58,67,76,75,77,13,13,14,14,8
R. Perraud,24,2025,75,79,7500000.0,36000.0,72,65,62,75,70,75,70,71,72,74,74,67,73,76,80,84,56,77,64,78,85,75,76,71,60,69,73,73,69,6,7,10,11,13
A. Cresswell,32,2023,77,77,7500000.0,56000.0,83,54,68,77,48,76,80,76,69,77,68,54,67,78,76,71,86,73,61,66,73,77,60,68,59,73,78,78,79,14,7,9,9,12
J. Lotomba,23,2025,75,79,7500000.0,28000.0,69,44,59,72,46,71,61,39,59,73,79,79,73,73,73,58,73,78,66,46,61,72,58,59,50,65,72,71,73,,,,,
Sergio Ramos,36,2023,84,84,7500000.0,75000.0,63,65,88,78,69,63,72,75,80,78,66,55,66,85,65,79,91,56,81,64,90,84,69,71,90,86,82,82,83,11,8,9,7,11
R. Nicolaisen,25,2025,75,80,7500000.0,16000.0,39,41,81,74,32,54,38,32,69,68,47,58,56,73,52,51,79,74,84,34,76,68,48,45,36,72,76,77,72,6,14,14,13,13
M. Richter,24,2025,75,78,7500000.0,24000.0,68,74,68,71,70,80,60,54,65,77,85,66,81,75,79,77,54,69,65,79,41,37,73,69,56,72,34,56,51,12,13,7,5,10
S. Bornauw,23,2026,75,80,7500000.0,30000.0,57,44,85,64,26,52,41,42,71,58,69,72,49,72,52,61,76,67,81,40,80,73,48,52,34,68,76,75,75,6,7,7,11,15
R. Oxford,23,2023,75,80,7500000.0,20000.0,34,23,75,67,36,59,44,36,58,63,66,69,62,77,53,49,84,65,81,37,72,76,34,55,48,67,76,79,72,10,11,7,9,14
L. Pellegrini,23,"Jun 30, 2023",75,79,7500000.0,59000.0,77,46,61,75,57,76,63,39,65,77,82,74,71,70,70,65,58,67,54,60,75,68,68,47,49,69,71,75,73,6,9,11,6,5
M. Kumbulla,22,2025,75,79,7500000.0,39000.0,45,26,79,61,28,52,30,26,58,60,42,54,51,78,58,50,82,68,79,31,75,75,22,54,30,63,79,77,73,9,8,15,14,7
Hugo Mallo,31,2023,77,77,7500000.0,22000.0,78,28,67,72,28,62,65,38,61,70,60,67,73,80,63,67,79,81,68,39,76,78,46,64,23,70,69,79,78,14,9,7,9,15
M. Diakhaby,25,2027,75,80,7500000.0,26000.0,31,36,79,71,31,56,34,26,58,62,58,55,60,68,43,51,80,71,80,29,74,76,47,59,49,69,75,77,72,15,11,10,14,11
Javi Sánchez,25,2026,75,80,7500000.0,19000.0,34,56,73,74,21,57,30,64,69,71,69,68,50,73,52,67,83,67,82,54,70,75,46,43,67,69,76,75,75,11,15,13,8,13
Junior Firpo,25,2025,75,78,7000000.0,31000.0,76,62,71,74,55,74,65,43,68,72,74,76,62,72,60,68,72,74,74,59,76,74,72,64,42,68,66,74,73,7,7,7,14,14
W. Boly,31,2024,77,77,7000000.0,53000.0,50,32,79,75,23,61,46,35,74,69,51,64,51,69,47,52,79,51,91,23,75,76,45,61,56,79,73,80,76,7,8,15,10,9
Jonny,28,2025,76,76,7000000.0,63000.0,75,51,69,71,46,75,66,54,64,76,74,68,73,74,77,68,74,73,59,49,78,75,66,67,46,73,75,77,76,7,10,12,10,6
D. Machado,28,2026,76,76,7000000.0,29000.0,75,59,63,73,54,75,58,44,63,74,84,82,76,75,78,64,82,78,68,58,72,68,68,66,57,74,68,70,70,,,,,
M. Sarr,23,"Jun 30, 2023",75,79,7000000.0,61000.0,68,53,73,75,37,62,60,59,68,66,65,69,67,73,69,68,77,68,79,40,68,75,59,63,44,75,76,76,75,,,,,
P. Rosario,25,2025,75,79,7000000.0,31000.0,59,59,69,73,57,72,59,54,69,76,61,67,68,73,65,76,75,79,81,65,73,76,64,72,58,75,74,74,71,12,12,7,9,5
B. Meling,27,2026,76,76,7000000.0,37000.0,78,54,55,73,33,73,63,55,72,74,84,80,85,72,86,62,86,90,50,53,80,72,72,68,39,72,72,71,69,8,10,15,12,6
F. Guilbert,27,2026,76,76,7000000.0,23000.0,74,38,70,73,32,69,56,42,65,74,75,73,67,71,74,66,79,76,73,47,77,74,65,63,44,67,71,74,77,8,14,16,13,7
H. Ito,23,2025,75,79,7000000.0,18000.0,66,48,68,72,45,66,45,45,78,71,81,74,66,78,64,72,74,72,76,64,68,75,53,61,47,72,78,78,75,13,10,10,10,10
M. Weiser,28,2024,76,76,7000000.0,23000.0,75,63,66,77,59,79,69,52,68,77,77,85,84,75,80,58,70,73,64,61,68,71,72,76,58,74,68,71,72,13,15,10,13,9
Aarón,25,2023,75,78,7000000.0,22000.0,78,36,63,75,40,75,82,85,67,77,69,51,76,73,75,69,61,78,65,60,59,74,65,65,46,70,72,74,72,11,14,10,12,12
Paulo Otávio,27,2023,76,76,7000000.0,37000.0,76,51,41,70,52,78,65,46,61,75,88,83,86,71,83,66,72,73,45,57,74,78,59,64,41,68,72,70,76,,,,,
F. Uduokhai,24,2024,75,79,7000000.0,20000.0,35,33,78,70,18,49,34,31,59,66,66,66,66,75,63,62,65,63,82,35,68,76,35,49,38,72,75,79,77,6,10,10,9,14
E. Hysaj,28,2025,76,76,7000000.0,40000.0,73,47,65,73,40,72,54,30,68,75,73,77,74,74,69,68,68,76,65,43,79,74,63,59,40,74,74,75,74,,,,,
G. Pezzella,31,2025,77,77,7000000.0,22000.0,40,48,79,69,40,54,46,32,59,65,53,55,32,69,43,54,82,59,78,50,85,77,47,22,35,72,78,79,76,7,9,13,10,15
Óscar Gil,24,2024,75,78,7000000.0,14000.0,72,46,55,72,42,73,66,38,66,73,79,78,74,73,74,63,66,80,65,42,75,72,57,62,44,60,71,72,72,14,14,11,8,11
L. Augustinsson,28,"Jun 30, 2023",76,76,7000000.0,24000.0,77,55,59,76,56,71,75,70,75,74,71,55,74,73,72,74,69,75,63,65,67,76,65,73,62,74,75,78,77,,,,,
F. Lejeune,31,"Jun 30, 2023",77,77,7000000.0,13000.0,51,50,76,77,42,62,57,70,70,70,48,55,52,77,52,75,79,50,80,66,81,80,46,46,43,77,79,76,73,11,15,15,12,7
Terrats,21,"Jun 30, 2023",73,81,7000000.0,15000.0,50,65,61,77,40,67,50,47,75,73,60,60,65,72,60,63,62,74,71,60,68,69,69,73,45,59,70,76,70,,,,,
J. Kiwior,22,2028,73,82,6500000.0,42000.0,41,29,71,70,32,59,33,34,68,63,61,69,53,73,53,62,68,83,76,28,73,74,57,63,39,69,75,74,73,7,7,6,13,14
M. Holgate,25,2025,75,78,6500000.0,31000.0,67,37,74,75,40,67,53,35,76,70,68,73,67,70,64,55,76,64,75,42,81,75,52,63,40,70,73,77,75,13,12,9,8,16
B. Godfrey,24,2025,75,77,6500000.0,28000.0,56,35,73,70,40,62,43,33,65,68,72,90,65,72,66,53,80,69,83,55,81,71,46,56,44,68,73,76,78,7,6,12,14,11
N. Williams,21,2026,73,83,6500000.0,29000.0,74,43,52,72,36,73,58,55,68,72,76,75,76,70,78,55,61,72,56,43,66,71,52,58,45,67,69,74,68,10,11,7,14,15
V. Kristiansen,19,2028,73,82,6500000.0,26000.0,67,52,55,69,54,70,65,55,66,71,78,76,71,72,78,66,62,83,71,50,74,68,65,56,52,67,71,69,71,10,10,8,12,6
Thiago Mendes,30,2023,76,76,6500000.0,48000.0,67,60,67,75,60,73,67,71,78,75,72,69,72,72,76,78,71,76,73,72,75,76,58,73,60,75,75,76,76,14,9,12,13,8
A. Rouault,21,2024,73,83,6500000.0,10000.0,47,25,72,76,28,45,37,35,72,65,65,55,59,73,58,45,80,72,74,24,71,71,35,48,43,72,73,75,72,,,,,
T. Meunier,30,2024,76,76,6500000.0,36000.0,81,70,80,67,76,75,76,56,75,71,67,72,62,72,47,80,74,83,84,77,76,74,74,73,65,74,71,74,77,8,13,15,6,9
L. Netz,19,2026,73,83,6500000.0,11000.0,77,46,57,69,32,68,52,53,61,69,75,79,72,68,71,53,63,60,60,38,67,70,64,57,49,62,68,76,74,7,11,12,9,13
W. Anton,25,2025,75,78,6500000.0,20000.0,42,42,73,74,38,63,37,39,67,67,55,78,62,71,57,58,74,76,82,45,76,72,52,52,48,74,78,76,69,,,,,
S. Widmer,29,2026,76,76,6500000.0,26000.0,77,59,68,70,48,72,71,56,70,73,76,73,75,74,68,73,84,91,77,62,67,72,71,70,56,76,72,72,66,10,8,7,5,14
J. Brooks,29,2024,76,76,6500000.0,31000.0,36,39,84,71,32,59,30,28,70,63,53,55,53,75,51,52,74,61,85,29,74,74,40,58,45,81,76,80,74,8,7,10,9,10
M. De Sciglio,29,2025,76,76,6500000.0,75000.0,78,33,69,74,41,74,78,39,70,75,64,69,73,72,76,67,80,77,66,51,66,75,64,63,49,74,76,79,75,5,3,5,5,3
Patric,29,2027,76,76,6500000.0,40000.0,69,49,75,77,25,68,46,48,72,74,69,69,69,77,68,63,74,69,72,57,79,77,55,66,51,72,75,79,77,8,14,12,9,14
M. Gabbia,22,2026,73,82,6500000.0,33000.0,41,22,74,58,34,53,47,28,50,60,55,55,55,71,51,54,74,79,73,41,73,72,23,41,42,59,77,77,74,,,,,
L. Østigård,22,2026,73,82,6500000.0,28000.0,48,33,74,62,33,58,46,24,55,61,67,69,67,71,61,52,91,69,84,32,86,69,35,34,42,58,68,73,70,13,10,13,8,6
A. Buongiorno,23,2025,73,83,6500000.0,25000.0,62,36,70,75,46,58,52,43,68,67,62,66,57,72,60,61,68,70,77,47,70,73,37,65,49,70,75,76,72,,,,,
M. Faraoni,30,2025,76,76,6500000.0,24000.0,78,66,69,76,81,74,77,66,72,76,79,78,71,76,79,79,73,77,68,75,77,72,74,67,66,73,68,72,68,11,8,13,12,15
S. Luperto,25,"Jun 30, 2023",75,78,6500000.0,37000.0,67,51,75,68,48,58,49,52,58,69,63,65,62,75,72,72,72,70,72,68,74,76,54,53,46,70,77,77,75,12,6,12,11,6
Pablo Marí,28,"Jun 30, 2023",76,76,6500000.0,63000.0,32,38,80,70,28,49,27,30,65,60,55,65,49,73,33,53,75,58,82,40,76,77,34,37,31,74,75,80,77,6,14,7,13,12
S. Birindelli,22,2026,74,80,6500000.0,30000.0,67,44,58,69,49,68,62,53,68,72,83,85,81,68,80,63,74,79,60,55,63,70,60,59,56,68,70,72,72,,,,,
M. Doherty,30,2023,76,76,6500000.0,40000.0,79,64,74,76,46,72,64,45,71,76,69,67,67,75,67,76,82,77,72,63,75,72,75,70,48,71,72,76,74,15,8,12,11,9
Abner,22,2029,73,82,6500000.0,14000.0,78,48,54,77,53,71,75,37,74,72,82,80,79,64,67,52,61,69,55,51,69,67,72,67,42,56,67,72,73,11,13,10,14,9
I. Baba,26,2024,75,78,6500000.0,22000.0,46,46,64,75,42,66,46,48,67,65,63,63,51,70,60,59,58,79,78,54,80,75,43,67,52,57,73,79,77,,,,,
Joaquín,26,2023,75,78,6500000.0,20000.0,46,44,74,72,39,49,46,40,64,64,62,65,47,74,32,56,85,71,84,37,78,75,48,65,47,68,73,75,73,9,12,13,14,14
Rubén Peña,30,2025,76,76,6500000.0,24000.0,78,69,74,77,66,72,59,56,66,75,73,74,75,78,77,74,67,69,64,66,63,73,73,65,64,69,73,74,75,7,11,10,16,10
S. Babić,26,2026,75,78,6500000.0,22000.0,23,35,74,72,33,46,41,40,58,66,53,59,42,73,38,57,73,57,89,41,71,72,28,36,38,71,74,77,75,,,,,
Miguel Gutiérrez,20,2027,73,83,6500000.0,13000.0,75,51,61,73,40,74,69,38,66,76,79,78,76,68,75,65,57,76,63,48,58,67,62,65,40,65,67,70,68,,,,,
J. Bednarek,26,2025,75,76,6000000.0,42000.0,44,19,80,72,20,50,23,26,55,59,49,48,52,74,59,25,81,64,82,23,79,79,26,52,32,58,74,74,72,11,13,16,7,9
J. Tanganga,23,2025,74,80,6000000.0,49000.0,64,28,70,71,36,72,54,37,56,69,67,78,68,74,68,52,87,66,81,19,87,74,47,59,45,71,75,76,75,11,9,12,7,14
I. Zabarnyi,19,2028,73,83,6000000.0,17000.0,56,33,74,72,29,52,34,38,67,59,63,68,66,73,68,45,77,66,75,34,66,74,35,32,40,69,75,75,72,,,,,
I. Jakobs,22,2026,73,80,6000000.0,28000.0,68,64,59,69,41,75,54,30,54,73,84,86,72,70,67,65,49,77,66,44,66,67,64,56,55,69,65,68,68,15,8,10,7,11
M. Estève,20,2025,73,83,6000000.0,12000.0,53,26,71,65,26,51,45,29,47,60,61,72,33,69,37,61,64,64,82,24,75,72,28,33,38,71,75,75,72,,,,,
Andrei Girotto,30,2024,76,76,6000000.0,23000.0,65,55,77,74,51,63,63,71,69,73,63,54,63,74,54,81,75,70,71,80,80,79,59,54,55,66,76,77,76,11,7,9,6,12
J. Rodon,24,"Jun 30, 2023",74,80,6000000.0,49000.0,34,23,73,73,34,53,34,32,63,64,54,62,47,75,55,61,66,67,79,24,67,80,23,31,40,61,73,74,74,,,,,
A. Djiku,27,2023,75,77,6000000.0,22000.0,64,34,72,74,35,66,57,43,65,69,57,78,66,75,63,58,83,78,82,42,77,73,55,61,43,71,77,74,73,11,7,9,10,11
I. Sissoko,24,2024,74,78,6000000.0,19000.0,59,53,70,76,49,72,64,49,75,76,61,63,40,76,33,74,67,82,89,64,74,72,69,73,52,74,70,74,71,,,,,
