name,age,Contract valid until,Overall rating,Potential,Value,Wage,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
R. Freuler,30,2025,79,79,17000000.0,69000.0,63,66,41,79,68,78,60,70,77,80,65,67,68,83,64,73,55,89,69,74,70,78,76,77,61,82,80,78,73,12,8,9,14,13
Pablo Sarabia,30,2025,79,79,17000000.0,90000.0,81,73,61,83,64,81,84,74,79,82,74,73,81,77,80,75,31,71,59,76,49,58,79,82,72,76,60,54,49,16,7,15,6,14
A. Gomes,21,2025,76,84,17000000.0,23000.0,65,71,62,78,65,77,70,68,74,78,78,77,86,76,89,70,51,76,63,70,68,72,70,76,66,73,71,72,71,14,15,14,6,14
S. Diop,22,2027,77,83,17000000.0,35000.0,77,70,39,76,62,82,76,74,68,81,74,69,80,74,83,76,48,76,37,74,68,56,76,77,60,77,56,58,46,14,13,8,9,9
A. Adli,22,2026,76,84,17000000.0,42000.0,65,76,73,71,67,82,73,52,63,81,87,79,85,69,82,78,78,77,60,70,36,30,77,70,68,71,44,35,35,10,8,14,8,12
W. Endo,29,2024,79,79,17000000.0,32000.0,55,65,78,82,26,78,43,46,78,81,73,55,73,82,80,73,91,90,66,70,76,79,66,75,62,83,82,79,72,9,13,7,11,5
J. Lindstrøm,22,2026,77,83,17000000.0,25000.0,62,76,44,73,58,83,62,57,67,81,88,87,83,70,82,75,52,75,55,71,75,40,75,78,52,72,46,44,39,11,12,14,13,8
R. Orsolini,25,2024,78,79,17000000.0,34000.0,75,73,54,74,75,84,82,70,67,84,79,79,83,73,76,79,59,67,72,75,44,40,72,77,74,73,52,26,24,11,11,14,6,12
M. Barrow,23,2024,77,83,17000000.0,31000.0,65,77,63,76,60,81,60,56,58,79,82,85,78,75,57,76,53,73,68,76,40,20,77,72,58,70,45,20,16,8,6,14,14,12
S. Amrabat,25,2024,78,81,17000000.0,46000.0,68,70,61,84,68,78,69,65,75,84,69,68,64,74,82,72,69,78,80,75,75,74,70,73,57,84,77,75,67,13,13,6,16,12
Juanmi,29,2024,79,79,17000000.0,30000.0,78,83,78,77,71,80,65,55,63,81,82,77,79,80,77,77,84,76,56,74,57,23,84,70,64,71,25,28,25,11,6,9,12,9
André Almeida,22,2028,76,85,17000000.0,27000.0,68,55,46,78,56,80,71,74,77,78,76,72,78,78,79,77,64,82,59,69,67,76,69,77,58,79,65,68,57,6,9,12,8,5
A. Gómez,34,2024,83,83,17000000.0,46000.0,83,75,38,83,72,84,84,79,79,84,86,83,91,80,93,79,67,73,46,82,58,40,78,83,72,83,48,30,34,8,11,12,9,6
E. Lamela,30,2024,79,79,17000000.0,34000.0,78,73,60,79,75,84,84,81,75,83,78,80,80,78,75,81,55,69,62,79,90,55,78,77,75,76,52,52,54,10,15,11,8,13
Bryan Gil,21,"Jun 30, 2023",77,83,17000000.0,62000.0,79,73,34,75,64,82,68,72,72,78,78,75,89,76,79,64,47,52,35,60,32,30,78,71,52,81,31,32,30,13,10,14,6,6
J. Henderson,32,2025,80,80,16500000.0,110000.0,80,73,64,81,71,78,80,74,83,81,65,65,66,83,67,77,78,84,76,75,81,78,78,77,64,76,77,77,76,7,13,7,9,13
J. Doku,20,2025,76,85,16500000.0,30000.0,65,70,37,72,59,83,63,44,59,76,94,89,89,72,87,74,75,63,68,59,58,18,72,71,51,71,22,28,25,11,10,8,9,12
R. Faivre,23,"Jun 30, 2023",77,83,16500000.0,49000.0,77,72,61,76,66,80,81,79,69,79,79,69,79,75,73,74,64,80,63,76,59,66,73,78,80,79,58,64,58,14,13,13,14,15
J. Weigl,26,2028,78,79,16500000.0,31000.0,59,65,65,84,57,75,63,46,83,78,67,52,76,80,65,68,68,83,68,61,81,78,69,78,55,80,79,79,79,6,14,16,11,7
A. Hložek,19,2027,76,86,16500000.0,29000.0,69,75,73,75,73,77,68,68,68,79,79,72,69,76,78,78,70,76,84,76,69,23,77,78,66,78,23,32,23,11,10,9,11,10
N. Zalewski,20,2025,77,83,16500000.0,41000.0,72,58,45,77,59,79,70,66,66,79,85,86,79,70,75,72,57,79,45,46,63,55,74,73,63,70,63,64,59,10,5,7,8,15
Danilo,21,2029,76,84,16000000.0,36000.0,52,64,60,79,44,63,58,56,74,76,70,70,77,77,78,68,74,84,58,60,77,79,62,65,55,57,72,75,68,,,,,
João Gomes,21,2028,76,85,16000000.0,43000.0,62,59,69,78,49,72,60,63,75,75,68,70,73,66,77,75,74,76,72,69,71,81,61,67,69,67,75,77,78,7,14,10,14,13
Vanderson,21,2027,76,84,16000000.0,29000.0,77,63,68,76,61,77,69,72,67,76,79,78,76,74,76,62,56,75,67,59,71,70,72,74,49,72,71,74,72,8,8,6,6,7
H. Hateboer,28,2024,79,79,16000000.0,51000.0,79,64,76,75,58,78,57,36,73,78,79,85,68,79,74,72,74,76,75,58,76,74,76,72,47,76,76,78,77,11,6,8,14,15
H. Mkhitaryan,33,2024,81,81,16000000.0,74000.0,77,78,68,79,79,82,81,66,71,85,83,79,84,82,83,84,66,80,69,77,72,60,80,84,72,84,51,53,55,5,11,14,5,7
N. Fagioli,21,2026,76,86,16000000.0,51000.0,69,52,58,83,68,78,79,68,80,81,75,77,77,72,77,76,53,79,65,72,70,68,62,80,68,72,68,72,71,7,10,8,10,13
W. Singo,21,2023,76,85,16000000.0,26000.0,78,55,80,74,50,78,67,40,63,69,79,83,79,69,60,72,75,78,76,51,64,69,66,55,46,58,69,74,72,11,6,7,13,7
T. Baldanzi,19,2027,76,86,16000000.0,7000.0,68,72,44,78,70,79,75,62,66,80,74,75,80,70,88,77,59,68,40,72,50,33,76,74,58,69,42,41,48,12,9,10,12,7
Moncayola,24,2031,77,82,16000000.0,25000.0,67,67,55,82,50,70,56,49,79,77,65,65,67,76,66,65,56,75,67,66,75,76,74,77,50,73,72,78,77,7,7,11,11,14
O. Skipp,21,2024,77,83,15500000.0,49000.0,52,41,51,78,38,69,61,42,76,74,67,63,65,76,74,63,61,73,66,45,80,78,54,71,54,74,77,77,78,8,12,9,7,5
S. Benrahma,26,2026,78,78,15500000.0,66000.0,74,72,47,77,64,83,73,69,68,81,78,70,85,75,83,75,58,70,53,76,52,40,76,78,69,74,45,35,36,16,7,8,11,11
S. Ricci,20,2026,76,86,15500000.0,26000.0,62,42,57,78,54,73,56,62,75,78,75,74,76,73,70,70,67,82,64,68,72,72,68,72,52,78,74,75,75,14,12,6,11,13
N. Domínguez,24,2024,77,83,15500000.0,26000.0,60,65,68,80,51,74,49,45,77,78,74,75,82,73,80,72,88,89,67,69,86,73,63,74,51,60,66,78,77,6,11,9,10,5
J. McGinn,27,2025,78,78,15000000.0,76000.0,69,71,57,79,75,77,66,61,83,77,73,65,77,78,82,83,73,90,83,76,79,75,73,76,55,71,72,79,71,9,13,12,10,12
J. Ramsey,21,2027,76,83,15000000.0,49000.0,68,77,56,77,65,81,73,54,69,78,76,77,80,79,85,78,77,79,78,75,73,67,78,75,53,78,69,73,64,14,9,8,6,12
W. McKennie,23,"Jun 30, 2023",77,81,15000000.0,73000.0,75,70,85,76,75,80,77,63,75,79,77,76,74,75,69,76,92,80,78,73,81,76,78,75,61,75,73,78,77,7,9,12,9,11
K. Dewsbury-Hall,23,2024,77,81,15000000.0,62000.0,69,60,63,80,68,76,70,68,77,78,69,65,69,80,72,71,68,85,72,70,71,70,76,77,62,76,69,68,64,12,15,9,10,7
H. Aouar,24,2023,77,81,15000000.0,49000.0,65,67,59,81,68,81,80,72,76,81,72,71,82,75,81,69,65,69,66,71,68,68,72,80,74,75,66,64,58,14,6,11,7,10
E. Le Fée,22,2024,76,83,15000000.0,17000.0,68,49,45,83,51,78,68,71,80,82,60,66,68,73,89,60,62,64,41,61,50,63,76,79,58,78,57,65,60,8,11,14,13,10
A. Ounahi,22,2027,76,83,15000000.0,30000.0,57,61,58,81,52,78,61,54,77,81,64,67,75,75,67,73,61,84,65,59,62,67,73,76,57,76,63,66,61,14,13,6,8,7
S. Azmoun,27,2027,78,78,15000000.0,54000.0,64,76,82,77,78,77,74,50,63,79,78,81,77,80,76,77,90,68,76,72,67,34,82,77,58,79,39,33,32,6,10,14,9,15
A. Knauff,20,"Jun 30, 2023",76,83,15000000.0,29000.0,71,64,48,75,61,80,68,43,58,76,88,85,79,72,75,66,64,72,53,62,54,52,71,71,41,65,55,48,44,8,13,13,14,7
M. de Roon,31,2024,80,80,15000000.0,51000.0,68,63,75,76,63,71,61,54,74,75,64,74,61,78,73,77,80,86,81,77,84,83,70,70,80,83,82,84,79,14,15,7,12,12
D. Zappacosta,30,2025,79,79,15000000.0,48000.0,81,60,69,75,69,76,76,59,68,74,77,79,71,73,68,78,72,81,66,74,75,76,72,68,59,73,74,77,78,11,9,8,6,11
C. De Ketelaere,21,2027,76,83,15000000.0,38000.0,74,71,75,76,76,78,73,72,75,81,73,77,78,76,64,76,69,83,75,73,57,61,76,76,67,72,45,61,57,11,8,14,8,8
Óliver Torres,27,2024,78,78,15000000.0,29000.0,75,69,52,81,63,83,80,64,79,83,66,72,78,76,80,71,50,72,34,71,61,67,76,81,65,80,65,66,58,7,7,14,6,8
N. Dorsch,24,2026,77,82,14500000.0,23000.0,65,66,61,80,65,77,63,63,77,80,74,70,80,75,84,82,77,77,69,80,78,71,64,74,62,73,75,76,71,12,9,5,9,5
K. Kampl,31,2023,79,79,14500000.0,55000.0,72,62,34,87,68,80,79,75,78,80,75,58,88,80,82,72,67,86,47,70,66,75,70,78,64,79,70,60,62,13,11,7,6,16
M. Darmian,32,2024,80,80,14500000.0,63000.0,75,55,72,76,59,72,69,35,71,75,68,73,77,82,77,69,77,80,62,56,74,82,78,65,45,79,82,83,79,,,,,
R. Pereyra,31,2023,79,79,14500000.0,22000.0,76,75,60,80,73,82,78,74,76,82,79,77,76,78,76,74,68,89,68,76,71,71,79,79,72,78,66,73,69,4,5,3,4,8
J. Ikoné,24,2026,77,80,14500000.0,47000.0,73,64,39,73,59,85,78,72,64,79,90,89,92,73,82,73,34,72,55,68,65,34,72,76,70,76,32,36,36,9,8,13,8,14
N. Gudelj,30,2023,79,79,14500000.0,29000.0,74,62,75,83,69,66,82,79,78,79,54,60,62,78,50,89,72,81,87,85,83,79,65,74,74,80,78,79,77,8,11,8,14,12
Oriol Romeu,30,2025,79,79,14500000.0,29000.0,46,45,73,80,52,65,57,53,75,75,53,43,54,76,56,78,65,76,83,50,87,81,64,74,54,75,79,78,77,,,,,
D. van de Beek,25,2025,77,80,14000000.0,89000.0,63,75,67,79,76,74,76,65,75,83,63,67,69,76,69,82,70,67,70,78,76,73,78,76,61,78,68,72,71,7,12,8,10,14
S. Lukić,25,2027,77,80,14000000.0,52000.0,69,65,58,82,68,81,72,70,78,81,63,58,65,71,73,74,63,81,69,69,69,67,70,80,70,77,65,72,72,9,11,13,9,6
J. Ito,29,2026,78,78,14000000.0,28000.0,75,71,44,73,69,78,68,66,65,77,91,86,84,74,77,68,87,89,61,71,64,67,75,78,57,77,54,61,56,13,12,15,5,7
A. Plea,29,2025,78,78,14000000.0,32000.0,79,77,73,80,80,77,82,73,77,78,75,69,81,80,79,79,71,77,74,77,67,39,80,81,67,80,29,40,30,11,15,16,12,15
S. El Shaarawy,29,2023,78,78,14000000.0,62000.0,76,73,65,75,85,76,85,68,66,79,86,86,91,75,80,73,69,70,63,78,51,36,76,78,69,77,65,42,35,5,3,5,5,3
G. Bonaventura,32,2024,79,79,14000000.0,58000.0,79,75,70,82,78,79,78,78,79,83,68,69,75,79,80,84,68,78,61,81,68,69,80,80,68,82,70,71,68,10,14,7,15,14
Ander Herrera,32,2024,79,79,14000000.0,32000.0,71,68,63,80,70,77,79,64,80,80,65,55,73,82,78,76,61,79,69,72,82,82,76,80,74,84,82,80,76,9,12,15,9,8
Ayoze Pérez,28,"Jun 30, 2023",78,78,14000000.0,79000.0,74,70,76,78,74,84,76,60,72,82,78,75,80,78,79,71,73,63,58,67,76,49,78,77,73,77,61,61,42,12,12,11,14,8
F. Cervi,28,2024,78,78,14000000.0,27000.0,71,70,48,75,55,78,78,76,68,80,89,88,92,74,92,68,62,81,32,64,72,50,76,70,56,73,51,64,52,12,8,9,11,10
D. Machís,29,2026,78,78,14000000.0,27000.0,76,76,51,73,57,85,65,78,71,80,89,85,91,70,90,82,81,65,66,79,72,38,75,70,72,78,40,35,24,8,8,10,13,10
Moi Gómez,28,2027,78,78,14000000.0,31000.0,79,77,54,80,65,78,82,72,83,80,72,63,75,76,73,73,64,78,56,76,52,65,77,79,59,75,65,60,41,12,7,16,7,7
I. Rakitić,34,2024,82,82,14000000.0,39000.0,84,76,59,86,80,80,86,82,85,84,55,52,68,78,58,85,33,73,70,80,67,76,78,85,82,80,76,77,74,14,11,12,5,9
L. Robertone,25,2028,77,80,14000000.0,26000.0,71,75,68,77,60,79,82,75,75,80,87,83,90,72,79,81,90,87,61,76,84,75,72,76,69,68,60,76,78,7,15,11,14,14
M. Vecino,30,2025,78,78,13500000.0,48000.0,69,68,83,79,68,76,64,58,75,80,63,62,68,78,64,82,79,77,83,77,81,81,77,78,56,80,76,76,73,4,4,4,4,4
Manu Trigueros,30,2025,78,78,13500000.0,33000.0,75,70,71,80,65,74,76,69,79,78,47,52,69,79,67,78,69,69,61,79,69,73,77,80,65,76,69,77,69,9,14,12,7,8
N. Amiri,25,2024,77,79,13000000.0,45000.0,78,68,42,78,66,83,80,73,77,81,76,60,82,75,73,81,73,78,65,76,67,63,74,76,67,72,60,53,42,12,12,14,12,10
D. Lukébakio,24,2024,77,78,13000000.0,27000.0,70,76,55,73,70,85,70,65,60,83,82,85,77,74,71,83,68,64,68,73,28,26,74,70,80,72,31,29,24,9,7,14,11,12
B. Henrichs,25,2025,77,80,13000000.0,41000.0,76,50,63,76,53,77,73,49,66,76,74,73,75,76,69,62,66,75,68,46,68,75,62,69,59,73,74,77,75,8,9,13,12,14
F. Miretti,18,2026,75,88,13000000.0,26000.0,71,52,49,79,70,79,74,69,75,79,77,77,79,71,77,66,59,79,67,68,76,66,68,76,65,72,64,71,69,11,9,6,14,12
E. Capoue,33,2024,80,80,13000000.0,39000.0,69,72,73,83,69,78,69,71,79,80,55,52,49,80,63,80,74,79,80,75,75,84,76,79,54,76,77,79,76,12,11,11,14,12
R. Loftus-Cheek,26,2024,77,78,12500000.0,87000.0,69,66,68,81,55,82,62,57,79,80,61,68,66,74,65,76,59,68,79,70,72,63,78,76,56,77,64,74,61,11,7,12,15,13
M. Mudryk,21,2031,75,85,12500000.0,57000.0,69,66,39,66,47,80,62,63,64,79,93,90,86,67,75,69,60,64,53,68,62,28,69,75,52,70,51,52,38,10,12,14,6,7
D. Gray,26,2024,77,78,12500000.0,40000.0,74,77,31,71,54,84,72,60,58,82,87,86,81,68,78,82,51,70,59,75,41,25,74,72,61,73,42,45,31,6,11,11,13,10
B. Aaronson,21,2027,75,83,12500000.0,26000.0,64,65,37,72,59,80,67,67,65,77,81,77,85,72,81,68,75,93,50,67,54,52,75,76,63,70,59,60,46,12,13,7,7,13
Andreas Pereira,26,2026,77,78,12500000.0,55000.0,82,70,56,76,72,79,84,81,76,78,78,76,79,75,77,84,65,78,60,79,80,70,75,78,74,71,67,66,63,15,14,7,10,7
M. Damsgaard,21,2027,75,83,12500000.0,35000.0,62,70,51,73,48,82,66,82,70,80,85,79,83,68,87,71,72,69,56,73,65,48,72,76,47,74,54,58,50,6,10,14,11,7
B. André,31,2026,79,79,12500000.0,35000.0,70,61,80,78,56,75,68,53,75,75,62,67,70,78,71,69,93,90,79,65,87,80,70,72,66,76,75,80,75,8,14,15,7,10
B. van den Boomen,26,2023,77,78,12500000.0,21000.0,80,70,61,82,69,71,81,80,83,79,60,64,64,76,40,79,68,74,73,76,76,59,72,79,81,76,71,69,64,6,13,8,8,13
K. Itakura,25,2026,77,80,12500000.0,25000.0,34,41,70,74,34,68,41,40,69,70,77,69,71,74,69,67,84,85,75,36,74,82,48,59,38,73,77,80,80,13,6,9,10,12
L. Tousart,25,2025,77,80,12500000.0,27000.0,56,47,75,77,43,71,39,45,74,70,52,66,59,71,66,73,80,83,82,62,82,78,57,60,48,68,75,79,76,11,15,16,10,15
S. Rode,31,2024,79,79,12500000.0,31000.0,67,63,64,79,55,72,56,52,75,77,69,46,67,80,74,73,76,69,73,68,84,82,72,72,51,80,79,79,76,9,8,14,7,11
P. Max,28,"Jun 30, 2023",78,78,12500000.0,19000.0,84,63,60,76,45,73,78,75,74,76,79,80,76,77,74,79,72,82,70,63,73,73,69,73,60,74,69,72,71,15,12,11,8,11
J. Boga,25,2026,77,78,12500000.0,43000.0,78,72,59,73,60,84,78,64,69,79,90,79,88,67,82,80,61,67,63,75,56,41,72,68,55,74,24,42,34,15,8,9,14,16
A. Miranchuk,26,"Jun 30, 2023",77,78,12500000.0,49000.0,69,73,63,80,67,80,74,75,75,80,75,76,80,78,78,66,58,68,64,74,43,36,80,79,67,76,22,28,29,8,8,9,12,15
Fernando,34,2024,83,83,12500000.0,39000.0,62,54,74,82,56,70,65,53,79,78,62,67,70,82,62,76,76,81,81,68,84,83,62,78,54,77,83,83,83,7,5,9,3,5
N. Jackson,21,2026,75,83,12500000.0,23000.0,55,80,70,68,72,79,46,50,61,77,77,77,75,67,69,75,73,75,74,73,51,35,73,62,60,62,41,38,39,12,7,12,7,7
Lázaro,20,2028,75,85,12500000.0,18000.0,69,77,68,73,60,78,52,46,72,77,78,81,68,71,71,63,62,68,65,71,43,51,72,72,55,55,32,42,40,7,7,11,14,10
Riquelme,22,"Jun 30, 2023",75,84,12500000.0,36000.0,72,74,46,75,65,80,73,56,67,77,80,78,83,72,82,76,56,57,45,76,58,44,73,74,55,73,37,32,38,9,10,8,9,12
Rodrigo,31,2024,78,78,12000000.0,46000.0,77,77,76,77,75,79,83,67,65,78,77,77,77,79,74,84,76,75,67,76,64,33,80,78,77,78,45,43,38,7,13,10,11,5
M. Gibbs-White,22,2027,76,82,12000000.0,47000.0,67,73,58,78,64,80,73,71,76,78,77,75,84,73,75,74,60,77,66,71,62,58,72,76,58,74,57,57,56,7,7,14,15,11
E. Wahi,19,2025,75,85,12000000.0,15000.0,61,78,64,70,73,77,63,58,57,76,84,90,79,74,71,76,76,70,69,74,57,28,77,66,64,72,25,29,23,13,7,5,12,14
C. Hudson-Odoi,21,"Jun 30, 2023",76,82,12000000.0,60000.0,76,70,53,74,59,80,76,71,69,80,86,74,84,70,78,67,64,66,58,66,51,44,72,72,55,72,47,51,45,14,13,11,15,5
J. Mæhle,25,2025,77,79,12000000.0,39000.0,73,50,59,73,63,71,63,40,68,74,78,87,67,74,64,65,82,87,74,62,73,70,76,66,33,73,70,72,70,12,8,12,10,8
J. Cuadrado,34,2023,81,81,12000000.0,110000.0,83,68,65,80,70,86,84,76,74,82,88,89,89,74,81,84,79,74,61,80,80,72,76,77,65,78,72,79,81,5,5,13,6,9
T. Pobega,22,2027,76,82,12000000.0,45000.0,72,77,77,77,69,75,64,62,71,78,75,77,75,79,83,79,74,84,78,78,75,72,80,68,60,71,73,76,75,6,10,15,13,6
David Silva,36,2024,83,83,12000000.0,37000.0,83,70,53,89,81,84,82,77,84,86,69,55,80,82,89,72,58,65,45,71,56,50,84,89,75,90,58,53,29,6,15,7,6,12
Hugo Guillamón,22,2026,75,83,12000000.0,23000.0,55,55,72,78,45,59,53,38,75,73,60,55,62,71,67,57,72,75,68,48,74,73,35,69,68,67,75,76,75,13,11,13,13,13
P. Gueye,23,"Jun 30, 2023",76,82,12000000.0,30000.0,58,50,61,79,45,68,46,35,78,74,62,64,55,79,52,73,73,78,79,59,75,80,77,76,42,63,72,79,70,,,,,
D. McNeil,22,2027,76,81,11500000.0,33000.0,77,66,59,76,57,80,77,74,71,79,70,68,76,75,76,68,68,77,64,66,57,46,73,75,62,76,57,57,48,6,14,14,12,14
A. Onana,20,2027,75,85,11500000.0,23000.0,61,57,67,76,51,73,58,42,74,75,68,78,63,72,50,72,67,75,80,58,71,72,65,70,40,70,69,75,75,7,12,12,9,10
O. Mangala,24,2026,76,81,11500000.0,47000.0,61,43,51,79,50,83,65,50,73,82,76,55,80,78,86,66,67,78,70,68,71,73,64,76,42,82,76,72,71,7,6,7,7,10
Pablo Fornals,26,2024,77,77,11500000.0,61000.0,77,65,50,80,72,76,71,70,75,81,68,64,76,74,75,77,50,82,67,78,72,72,75,79,55,77,70,72,71,9,11,12,7,15
Adama Traoré,26,2023,77,77,11500000.0,77000.0,75,64,40,72,52,89,72,42,54,80,95,95,80,70,88,79,85,74,89,63,76,41,65,67,47,73,37,41,35,13,9,11,12,7
Daniel Podence,26,2024,77,77,11500000.0,77000.0,68,67,42,72,56,86,73,42,69,80,94,67,92,77,93,68,65,74,30,57,67,21,76,76,63,77,42,30,29,14,14,8,7,15
P. Groß,31,2025,78,78,11500000.0,64000.0,84,74,53,82,65,77,85,77,79,79,55,50,67,80,67,76,71,86,68,80,69,60,79,82,72,83,66,63,60,8,15,15,16,11
T. Weah,22,2024,75,82,11500000.0,25000.0,67,72,67,71,71,76,64,53,63,75,85,87,86,74,73,73,68,74,69,69,64,64,74,72,60,70,61,64,60,7,9,12,15,14
Nuno Tavares,22,"Jun 30, 2023",76,82,11500000.0,52000.0,78,61,58,71,44,75,73,55,67,75,83,90,77,70,60,80,58,83,81,69,73,64,76,62,42,73,66,75,73,8,13,6,12,13
F. Nmecha,21,2024,75,82,11500000.0,28000.0,56,66,66,79,53,79,60,48,71,79,74,83,78,77,69,78,65,77,69,63,57,60,76,78,55,72,56,67,58,6,10,12,13,8
S. Becker,27,2025,77,77,11500000.0,34000.0,74,78,65,71,73,79,66,50,69,77,93,93,78,76,79,79,70,71,73,71,52,45,77,63,66,72,21,32,33,6,14,15,16,13
Junior Messias,31,2024,78,78,11500000.0,65000.0,69,75,61,77,68,84,74,71,71,81,85,84,81,72,74,72,53,69,58,74,55,46,73,74,62,65,45,51,46,8,8,15,9,12
S. Dest,21,"Jun 30, 2023",76,82,11500000.0,67000.0,74,58,59,80,44,83,72,43,69,77,86,83,88,75,80,65,55,77,59,62,68,68,72,72,39,74,66,72,74,11,10,10,15,15
Carlos Augusto,23,2024,76,81,11500000.0,38000.0,76,65,70,76,74,75,76,72,71,75,75,79,80,74,73,78,72,85,78,80,76,74,72,71,54,77,75,78,78,11,12,5,12,13
Óscar,24,"Jun 30, 2023",76,81,11500000.0,22000.0,66,77,45,79,65,79,78,86,77,78,60,56,64,76,70,72,53,59,56,82,48,70,75,78,57,74,47,62,48,12,7,9,11,7
M. Braithwaite,31,2025,78,78,11500000.0,22000.0,68,80,68,75,75,80,72,74,65,80,83,79,81,76,69,78,82,76,75,72,70,29,80,74,73,76,33,30,26,14,13,11,7,8
J. Kluivert,23,"Jun 30, 2023",76,81,11500000.0,45000.0,70,71,56,71,67,81,72,58,64,76,88,88,86,69,82,79,60,68,60,75,60,30,72,73,66,72,43,35,30,5,6,14,7,12
Samuel Lino,22,"Jun 30, 2023",75,82,11500000.0,36000.0,62,69,58,74,62,77,58,46,65,76,84,79,80,76,78,74,59,82,58,63,53,42,75,69,72,71,30,22,25,,,,,
D. Djené,30,2023,78,78,11500000.0,28000.0,60,29,74,73,22,50,51,48,69,70,72,66,72,80,70,67,81,69,77,29,87,81,49,42,41,73,80,80,77,7,15,7,10,10
I. Perišić,33,2024,80,80,11000000.0,86000.0,86,78,80,79,81,81,79,75,79,82,77,72,74,80,72,84,87,83,76,78,67,71,80,76,76,86,75,74,68,6,7,10,9,6
R. Cabella,32,2023,78,78,11000000.0,35000.0,73,74,57,79,71,82,77,76,76,79,79,74,84,78,81,72,35,75,48,74,47,55,74,78,71,71,35,33,31,12,16,12,13,7
I. Bebou,28,2026,77,77,11000000.0,39000.0,74,78,64,74,70,81,66,46,53,77,86,87,79,77,74,77,70,69,69,70,40,31,80,69,67,73,26,35,33,10,11,12,11,11
D. Cataldi,27,2027,77,78,11000000.0,41000.0,70,66,66,81,65,77,79,80,79,79,75,69,75,76,77,82,55,76,69,79,75,77,67,79,52,79,73,73,73,7,10,11,12,9
J. Brekalo,24,2026,76,80,11000000.0,44000.0,77,73,45,76,68,80,80,77,73,81,82,79,87,74,83,78,63,72,52,75,41,30,75,74,64,77,35,42,40,9,7,5,6,14
P. Ciurria,27,2024,77,77,11000000.0,47000.0,72,73,55,77,72,76,76,70,73,76,79,83,82,74,77,75,72,81,54,78,52,50,75,73,66,75,52,62,60,14,8,10,6,9
Thierry Correia,23,2026,76,82,11000000.0,25000.0,74,43,58,72,52,76,74,42,62,73,88,92,76,78,72,55,74,72,69,54,68,69,65,64,46,72,69,74,72,10,15,6,6,7
Nico González,20,"Jun 30, 2023",75,82,11000000.0,72000.0,62,63,68,82,51,74,50,59,76,75,64,68,64,75,54,66,68,72,82,61,80,75,70,78,54,74,72,76,68,,,,,
Lucas Torró,27,2027,77,78,11000000.0,26000.0,52,59,75,79,46,64,58,52,77,78,51,50,64,74,43,73,80,78,76,69,71,75,59,69,57,69,74,77,74,13,14,7,12,16
T. Chalobah,22,2026,76,81,10500000.0,64000.0,53,44,72,75,40,69,49,43,70,72,62,66,51,75,55,55,61,67,82,50,74,77,49,64,42,68,76,78,76,,,,,
A. Doucouré,29,2023,77,77,10500000.0,42000.0,66,75,69,76,68,77,44,52,73,79,66,67,65,77,67,84,74,85,81,77,76,79,75,74,54,77,75,79,74,,,,,
A. Oxlade-Chamberlain,28,2023,77,77,10500000.0,90000.0,78,70,39,78,60,82,73,60,74,81,79,77,76,77,87,83,69,73,70,78,77,73,78,77,69,77,68,72,68,16,9,6,9,9
M. Oršić,29,2025,77,77,10500000.0,59000.0,78,82,57,70,78,72,84,80,63,76,79,85,86,77,85,82,66,75,60,87,47,59,78,69,81,74,59,59,56,8,13,6,15,14
M. Lanzini,29,2023,77,77,10500000.0,64000.0,75,70,52,80,65,80,76,76,77,82,75,64,81,72,89,76,76,68,43,76,62,30,73,78,77,78,30,52,54,14,9,6,7,15
A. Sambi Lokonga,22,"Jun 30, 2023",75,82,10500000.0,49000.0,68,53,61,79,58,78,71,68,77,81,63,69,78,72,68,68,71,77,63,63,72,77,65,75,41,80,64,73,68,14,7,6,13,9
F. Kainz,29,2025,77,77,10500000.0,30000.0,79,75,55,76,58,78,74,73,73,79,79,57,85,76,82,75,70,79,54,76,67,31,74,78,73,77,55,41,34,11,7,10,15,13
Lee Jae Sung,29,2024,77,77,10500000.0,30000.0,68,64,73,80,65,81,70,54,73,80,74,63,85,76,82,68,71,87,48,72,62,57,77,80,50,78,53,61,54,14,7,15,6,8
Y. Gerhardt,28,2025,77,77,10500000.0,45000.0,69,69,57,77,57,75,69,55,76,80,66,70,67,78,68,78,64,78,76,72,75,75,77,78,52,72,76,71,75,,,,,
M. Svanberg,23,2027,76,80,10500000.0,35000.0,68,64,32,79,53,77,66,63,75,79,74,79,76,75,67,74,63,76,68,77,65,71,66,78,57,73,62,66,61,7,6,13,8,12
N. Matić,33,2024,80,80,10500000.0,63000.0,68,59,70,85,71,79,70,63,82,83,32,43,47,79,49,84,63,65,82,67,77,77,61,72,64,88,84,80,71,7,15,12,14,9
J. Bijol,23,2027,75,82,10500000.0,13000.0,50,57,80,75,55,60,47,47,74,65,62,67,53,70,51,71,78,72,84,53,70,72,53,66,53,70,76,75,73,13,7,12,10,13
J. Doig,20,2026,75,82,10500000.0,16000.0,75,62,67,72,58,74,66,45,63,71,78,85,71,63,71,66,68,84,72,66,71,67,69,63,37,60,62,72,72,,,,,
